3QREJ3J433YH30CYS49AQ6MZ3G0LKZ	#37-1 Guatemalan Supreme Court approves impeachment of President Molina Yesterday in Guatemala, the Supreme Court approved the attorney general's request to impeach President Otto Pérez Molina. #37-2 President Molina, pictured here in 2013, is accused of corruption. #37-3 The final decision on lifting Presidential immunity now falls to Congress. #37-4 The case relates to a corruption scandal known locally as La Linea((en)) which has seen Vice President Roxana Baldetti arrested and charged with fraud and receiving bribes. #37-5 Prosecutors allege Baldetti and Molina between them received half of all bribes in the case. #37-6 Congress previously refused to impeach Molina but the investigation has since broadened, with ministerial resignations. #37-7 Molina, however, has stood firm in the face of widespread popular protests demanding he leave office. #37-8 Elections are scheduled for September 6. 
3DWGDA5POF5IT426YY5Y80O2L821VV	#3-11 Pavlensky commented the rape charges had a political motivation behind it and denied the allegations. #3-12 Olga Papernaya, former art director at Moscow's film club said, "Alas, yesterday a national hero and a great performance artist, today — it’s true — a criminal, a psychopath and a rapist". #3-13 Pavlensky, Oksana, and their two daughters left for Ukraine in mid-December before flying to France. #3-14 They arrived in Paris on Saturday. #3-15 In one of several painful performances, Pyotr Pavlensky sewed his lips to support members of musical band Pussy Riot who were imprisoned that time. #3-16 The band members were charged with hooliganism for performing an anti-Putin song in a church. #3-17 In 2013, he nailed his scrotum in Moscow's Red Square naming the art as "Fixation". 
368IUKXGA590V667IS8GX4Q17VH6PD	#13-17 Matt O'Brien of The Washington Post claims a large tax cut that would result for the wealthiest 1% of citizens if Obamacare funds were not converted to other purposes, estimated at about $32,820 annually per person by the Tax Policy Center, is also a significant motive. #13-18 Republican Senators set a date of January 27 to repeal Obamacare, according to NBC News. #13-19 House Majority Leader Kevin McCarthy of California says legislation repealing Obamacare and replacing it could ready by late February. #13-20 According to Democratic Senator Bernie Sanders, as many as 30 million people could lose their health insurance if the ACA is repealed #14-1 Fighter jet crashes during Children's Day airshow in Thailand A fighter jet crashed, killing the pilot, at Hat Yai International Airport, Songkhla​, Thailand this morning during an annual Children's Day airshow. 
33NOQL7T9O0HDOR1YG3G8GO6NPE8ZM	#14-2 The JAS 39C Gripen crashed onto a runway at around 9:30 am local time (0230 UTC) and exploded, closing the airport to commercial flights. #14-3 The pilot was identified as Squadron Leader Dilokrit Pattavee. #14-4 Local media reports an airport fire vehicle rolled over while responding. #14-5 Children screamed in video footage of the crash. #14-6 The Royal Thai Air Force asked that images of the accident not be shared, but this has not deterred the press. #14-7 Air Force spokesperson Pongsak Semachai said an investigatory commission would be formed. #14-8 Prime Minister Prayut Chan-o-cha offered his sympathies to Pattavee's relatives. #14-9 Thailand began purchasing the Swedish-built Gripen jets in 2008 and has twelve. #14-10 None of its neighbours have similar aircraft, which cost the nation around 2.5 billion baht (US$70 million) each. 
34O39PNDK69RDV3HRBTDDFC8MEGBRV	#11-2 These experiments were performed on laboratory mice. #11-3 The research team used an engineered virus to target and alter specific sets of neurons. #11-4 Then they fitted the mice with intracranial optical fibers so they could expose their brains to blue light at will. #11-5 The system excited two different sets of neurons, both located in the amygdala, which is the part of the brain associated with emotion and aggression. #11-6 One set stimulated prey pursuit behavior, such as stalking, and the other stimulated the animal to use its jaw and neck muscles. #11-7 When exposed to the laser, the primed mice would first stalk and then pounce on and bite any object in their enclosure, even objects without any food scent or prey value, like sticks and bottle caps. 
3EHVO81VN5MDB37MT9OUTZXTDTRH1L	#13-11 Representative Tom MacArthur of New Jersey agreed, saying, "We're loading a gun here. #13-12 I want to know where it's pointed before we start the process." #13-13 Anna Merlan of Jezebel and Anthony Taylor of the Associated Press dismiss Trump's timeline as "impossible" given the complicated nature of U.S. congressional workings. #13-14 Senator Collins agreed, saying "I don't see any possibility of our being able to come up with a comprehensive reform bill that would replace Obamacare by the end of this month. #13-15 I just don't see that as being feasible." #13-16 The Affordable Care Act, which is often cited as a key accomplishment of the Obama administration, has had a mixed reputation, and many conservatives believe a market-based health care system would be more flexible and efficient and less costly, and many believe that the Affordable Care Act only passed because of Obama's later discredited pledge that no one who liked their current health plan would have to switch. 
37VHPF5VYC445VGR62J8XINLE7SC8R	#7-9 Following the collision Manas airport was closed, and yesterday was declared a day of national mourning in Kyrgyzstan. #7-10 The flight was operated by ACT Airlines. #7-11 Manas international airport is located outside the capital city of Bishkek, and has been the location of other fatal crashes. #7-12 These include a Boeing 737 en route to Iran, which crashed shortly after take-off in 2008, killing 68 of at least 90 people on board. #8-1 Robben signs contract extension with Bayern German football club FC Bayern Munich yesterday announced Dutch winger Arjen Robben has signed a one contract extension until June 2018. #8-2 32-year-old Robben joined the German side in 2009 from Spanish capital club Real Madrid. #8-3 Spending seven years with Munich, Robben has scored 82 goals in 152 Bundesliga appearances and netted 23 goals in 53 UEFA Champions League matches. 
3OEWW2KGQJCHVF9LDF3FEAV3EC8OD6	#42-105 For example, once we find the source of the medicine in nature... would species without access to this source also have evolved the same behaviour in the lab? #42-106 And if so... where would they get it from? #42-107 Also... can ants medicate their friends? #42-108 :) Wikinews: What other research are you working on right now? #42-109 NB Phew...lots! #42-110 I still have some questions left unanswered from my Ph.D. work related to how ants recognize who is a friend and who isn't. #42-111 I also started collaborating with Prof. Michael Poulsen from the University of Copenhagen on immunity in fungus-growing termites, as well as their chemical recognition abilities. #42-112 Furthermore we're working on social parasitism in wood-ants (ants have lots of animals exploiting the nest for shelter and resources, which all somehow have to get in to the fortress without getting killed). 
3AXFSPQOYQZ0SOWKO860UEH2RVEJFT	#42-26 WWikinews: What methods and equipment were used for this investigation? #42-27 NB: This is a fun one. #42-28 I try to work on a very low budget, and like to build most of the experimental setups myself (we actually have equipment in the lab nicknamed the 'Nickinator', 'i-Nick' and the 'Nicktendo64'). #42-29 There's not that much money in fundamental science at the moment, so I try to cut the costs wherever possible. #42-30 We collected wild colonies of Formica fusca by searching through old tree-trunks in old logging sites in southern Finland. #42-31 We then housed the ants in nests I made using Y-tong [aerated concrete]. #42-32 It's very soft stone that you can easily carve. #42-33 We carved out little squares for the ants to live in (covered with old CD covers to prevent them escaping). 
3IQ9O0AYW60EGIUF1AQPZHH35PXITO	#21-11 He joined F1 team Force India in 2012. #21-12 In 2013, he joined Marussia F1; the following year, at the 2014 Monaco Grand Prix, he scored his and Marussia's first points with a ninth-place finish. #21-13 After the accident, the FIA, which sanctions Formula One racing, formed a panel to investigate the crash. #21-14 Afterwards, the group revealed its findings: as Bianchi entered the run-off area of the track, he disabled the failsafe mechanism by "[applying] both throttle and brake together, using both feet", while his front wheels were locked; the panel also stated he did not slow down enough to control his car. #21-15 Eventually, F1 mandated the use of the "virtual safety car", which requires drivers to enter the pit lane at slower speeds instead of proceeding around the track. 
3G9UA71JVVVNDVHE6P8O6M4LT7VJ7P	#34-12 The broadcasts began on August 10 and South Korea says the broadcasts will continue. #34-13 After the exchange of fire, North Korea stated it would attack any loudspeakers broadcasting propaganda and would respond, militarily, within 48 hours if the broadcasts do not stop. #34-14 Both countries have put their militaries on high levels of alert. #35-1 UK judge withholds report from Thai death penalty defendants In a judgement released today Mr Justice Green, sitting in the High Court in London, spoke of his "very considerable unease" as he rejected an application by two defendants in a Thai death penalty case. #35-2 The pair sought a Metropolitan Police report they hoped could assist their defence. #35-3 The murders occurred on the picturesque resort island of Koh Tao, pictured here from file. 
32W3UF2EZOM3MUTPUZTVG67GCLWC4K	#35-23 Thai Prime Minister Chan-o-cha, pictured here in December, was directly involved in negotiations that led to the report being produced. #35-24 Both men say they were starved, suffocated, stripped naked, exposed to cold temperatures, beaten, threatened, and denied legal representation. #35-25 The Royal Thai Police deny any misconduct. #35-26 Mr Justice Green read the report himself and decided not to release it as it was of no assistance to the pair. #35-27 The report is known to contain some material disputed by Lin and Phyo. #35-28 It says they repeated their confessions at various times, including in court with legal representation, before retracting them. #35-29 It also says they have not backed up their torture claims with evidence, medical or otherwise. #35-30 Mr Justice Green said the report described "in many respects [...] no more than the routine conduct of a serious crime investigation. 
3PKJ68EHDNXK6KNQJYU0XZTF7ARHJP	#41-11 Extradition to Austria is possible. #41-12 Of the 71 dead, 59 are men, eight are women, and four are children. #41-13 The children are thought to be aged three, eight, and ten years, alongside an eighteen-month-old baby. #41-14 "There was also a Syrian travel document found" police spokesman Hans Peter Doskozil told journalists "so of course our first assumption is that these people were migrants, and likely a group of Syrian migrants. #41-15 We can rule out that they were Africans". #41-16 The four accused were escorted into court in Kecskemet, central Hungary, by a police convoy. #41-17 Reportedly the lorry traveled from Kecskemet. #41-18 Hungary is presently building a border fence across the Serbian frontier, as migrants from war-torn Syria and other regions seek access to the Schengen Area of free movement, which covers most of the EU. 
3DWNFENNE3WQU8ZV4RAH3AKB2554JQ	#39-6 The lorry is on the so-called "Eastern Motorway", the A4, close to the Hungarian border. #39-7 It was on the hard shoulder between Neusiedl and Parndorf, closer to Parndorf. #39-8 The victims are thought to have suffocated. #39-9 Police are seeking the driver. #39-10 The Krone published an image of a non-articulated food lorry on the hard shoulder, which they report is the vehicle in question. #39-11 The photo shows a pool of dark liquid on the ground beside the vehicle. #39-12 Video from a passing motorist shows at least one helicopter on-scene. #39-13 The truck, which has pictures of meat on the side, shows branding for Slovakian food firm Hyza. #39-14 Earlier today the company's website sported an apparent anti-immigration graphic, which has since been removed. #39-15 Wikinews got in touch with Hyza. 
